,Type,CompanyName,ServiceType,ServiceTypeDetail,ListDate,FiscalMonth,CEO,Location,CompanyCode
상신전자,코스닥,상신전자,전자부품 제조업,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)",2017-10-16,12월,김승천,경상남도,263810
야스,코스닥,야스,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",2017-09-29,12월,정광호,경기도,255440
인산가,코스닥,인산가,기타 식품 제조업,기업인수합병,2017-09-29,12월,김윤세,경상남도,277410
블러썸엠앤씨,코스닥,블러썸엠앤씨,그외 기타 제품 제조업,"화장용 스펀지, 퍼프",2017-09-28,12월,"이종국, 지영주 (각자 대표이사)",인천광역시,263920
신흥에스이씨,코스닥,신흥에스이씨,일차전지 및 축전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)",2017-09-27,12월,"황만용, 김기린",경기도,243840
유티아이,코스닥,유티아이,전자부품 제조업,카메라 윈도우,2017-09-27,12월,박덕영,충청남도,179900
선익시스템,코스닥,선익시스템,특수 목적용 기계 제조업,OLED 증착장비,2017-09-20,12월,"박재규, 이영종",경기도,171090
엠플러스,코스닥,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,김종성,충청북도,259630
앱클론,코스닥,앱클론,의료용품 및 기타 의약 관련제품 제조업,항체의약품,2017-09-18,12월,이종서,서울특별시,174900
샘코,코스닥,샘코,"항공기,우주선 및 부품 제조업",도어시스템,2017-09-15,12월,이창우,경상남도,263540
펄어비스,코스닥,펄어비스,소프트웨어 개발 및 공급업,온라인 게임 개발 서비스(검은사막),2017-09-14,12월,정경인,경기도,263750
두원석재,코넥스,두원석재,기타 비금속 광물제품 제조업,"규석, 골재, 석재(조경석)",2017-09-08,12월,강두원,강원도,270020
케이피에스,코스닥,케이피에스,특수 목적용 기계 제조업,OLED  마스크 인장기,2017-09-06,12월,김정호,경기도,256940
시그넷이브이,코넥스,시그넷이브이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전기,2017-08-30,12월,-,전라남도,260870
덕우전자,코스닥,덕우전자,전자부품 제조업,카메라 모듈 부품,2017-08-28,12월,이준용,경상북도,263600
명진홀딩스,코넥스,명진홀딩스,수산물 가공 및 저장 처리업,"연어 가공 식품(필렛, HMR)",2017-08-24,12월,정상익,서울특별시,267060
이더블유케이,코스닥,이더블유케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","지열발전설비(열수기화기, 응축기 등)",2017-08-22,12월,부태성,부산광역시,258610
하나금융10호스팩,코스닥,하나금융10호스팩,금융 지원 서비스업,-,2017-08-22,12월,이방호,서울특별시,270520
포인트엔지니어링,코넥스,포인트엔지니어링,기타 금속 가공제품 제조업,디스플레이 패널 및 반도체 생산장비부품,2017-08-14,12월,안범모,충청남도,176560
알에스오토메이션,코스닥,알에스오토메이션,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치",2017-08-11,12월,강덕현,경기도,140670
컬러레이,코스닥,컬러레이,회사 본부 및 경영 컨설팅 서비스업,화장품용 진주광택안료,2017-08-10,12월,줘중비아오,홍콩,900310
엔에이치스팩12호,코스닥,엔에이치스팩12호,금융 지원 서비스업,기업인수합병,2017-08-07,12월,이병훈,서울특별시,273060
모트렉스,코스닥,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,경기도,118990
데이타솔루션,코스닥,데이타솔루션,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",2017-08-03,12월,배복태,서울특별시,263800
지니언스,코스닥,지니언스,소프트웨어 개발 및 공급업,네트워크 접근 제어 솔루션(NAC),2017-08-02,12월,이동범,경기도,263860
디앤씨미디어,코스닥,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠,2017-08-01,12월,신현호,서울특별시,263720
셀트리온헬스케어,코스닥,셀트리온헬스케어,기타 전문 도매업,바이오의약품 마케팅 및 판매,2017-07-28,12월,김형기,인천광역시,91990
이즈미디어,코스닥,이즈미디어,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",카메라모듈테스터,2017-07-26,12월,홍성철,경기도,181340
루켄테크놀러지스,코넥스,루켄테크놀러지스,기타 전기장비 제조업,반도체 및 디스플레이 검사장비 및 검사부품,2017-07-25,12월,안윤태,경기도,162120
에브리봇,코넥스,에브리봇,가정용 기기 제조업,물걸레 로봇 청소기,2017-07-24,12월,정우철,경기도,270660
한국제5호스팩,코스닥,한국제5호스팩,금융 지원 서비스업,기업인수합병,2017-07-24,12월,김정현,서울특별시,271740
힘스,코스닥,힘스,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등",2017-07-20,12월,김주환,인천광역시,238490
제일약품,유가증권,제일약품,의약품 제조업,의약품,2017-07-17,12월,성석제,서울특별시,271980
브이원텍,코스닥,브이원텍,특수 목적용 기계 제조업,LCD/OLED 압흔검사기,2017-07-13,12월,김선중,경기도,251630
아우딘퓨쳐스,코스닥,아우딘퓨쳐스,기타 화학제품 제조업,"기초화장품, 마스크팩 등",2017-07-12,12월,최영욱,서울특별시,227610
이녹스첨단소재,코스닥,이녹스첨단소재,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재",2017-07-10,12월,"장경호, 김필영",충청남도,272290
카카오,유가증권,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,"여민수, 조수용",제주특별자치도,35720
알로이스,코넥스,알로이스,통신 및 방송 장비 제조업,위성 및 IPTV용 셋톱박스,2017-07-07,12월,권충식,경기도,271400
오리온,유가증권,오리온,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이경재,서울특별시,271560
하림지주,코스닥,하림지주,기타 금융업,지주사업,2017-06-30,12월,김홍국,전라북도,3380
주노콜렉션,코넥스,주노콜렉션,"가죽, 가방 및 유사제품 제조업","핸드백, 지갑 등",2017-06-27,12월,김용,경기도,221670
메디안디노스틱,코넥스,메디안디노스틱,의료용품 및 기타 의약 관련제품 제조업,동물질병 체외진단키트 및 진단용 시약,2017-06-26,12월,오진식,강원도,233250
하나금융9호스팩,코스닥,하나금융9호스팩,금융 지원 서비스업,기업 인수합병,2017-06-26,12월,윤상우,서울특별시,261200
교보7호스팩,코스닥,교보7호스팩,금융 지원 서비스업,기업인수 및 합병,2017-06-22,12월,강수현,서울특별시,267320
다이오진,코넥스,다이오진,자연과학 및 공학 연구개발업,"분자진단서비스, 분자진단Kit",2017-06-19,12월,임성식,경기도,271850
에스알바이오텍,코넥스,에스알바이오텍,기타 화학제품 제조업,화장품 제조 및 유통,2017-06-15,12월,송병호,경기도,270210
앤유엔터테인먼트,코넥스,앤유엔터테인먼트,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등,2017-06-09,12월,이재원,서울특별시,266170
보라티알,코스닥,보라티알,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류",2017-06-08,12월,김대영,서울특별시,250000
한화수성스팩,코스닥,한화수성스팩,금융 지원 서비스업,기업인수합병,2017-06-08,12월,홍진우,서울특별시,265920
매일유업,코스닥,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,김선희,서울특별시,267980
삼양옵틱스,코스닥,삼양옵틱스,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈,2017-06-02,12월,황충현,경상남도,225190
IBKS제6호스팩,코스닥,IBKS제6호스팩,금융 지원 서비스업,,2017-06-01,12월,이동헌,서울특별시,264850
필옵틱스,코스닥,필옵틱스,특수 목적용 기계 제조업,레이저응용장비 및 노광기,2017-06-01,12월,한기수,경기도,161580
미래에셋대우스팩1호,코스닥,미래에셋대우스팩1호,금융 지원 서비스업,기업인수합병,2017-05-26,12월,장병태,서울특별시,265480
SGA임베디드,코넥스,SGA임베디드,소프트웨어 개발 및 공급업,임베디드 소프트웨어 및 하드웨어,2017-05-23,12월,"구천열, 은유진(각자대표)",서울특별시,224880
미원에스씨,유가증권,미원에스씨,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,"김형웅, 배원",전라북도,268280
경동도시가스,유가증권,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,"송재호, 나윤호",울산광역시,267290
넷마블,유가증권,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,권영식,서울특별시,251270
오렌지라이프,유가증권,오렌지라이프,보험업,생명보험상품,2017-05-11,12월,정문국,서울특별시,79440
현대건설기계,유가증권,현대건설기계,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,공기영,서울특별시,267270
현대일렉트릭,유가증권,현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,정명림,서울특별시,267260
현대중공업지주,유가증권,현대중공업지주,석유 정제품 제조업,"산업용 로봇, 클린용 로봇, 조선 기자재 등",2017-05-10,12월,권오갑,대구광역시,267250
엔에이치스팩10호,코스닥,엔에이치스팩10호,금융 지원 서비스업,기업인수합병,2017-05-02,12월,이강수,서울특별시,256630
한화에이스스팩3호,코스닥,한화에이스스팩3호,금융 지원 서비스업,기업인수합병,2017-05-02,12월,장승훈,서울특별시,264290
앙츠,코넥스,앙츠,컴퓨터 및 통신장비 수리업,기술서비스,2017-04-28,12월,박창진,서울특별시,267810
하나머티리얼즈,코스닥,하나머티리얼즈,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스",2017-04-28,12월,오경석,충청남도,166090
와이엠티,코스닥,와이엠티,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",2017-04-27,12월,전성욱,인천광역시,251370
케이비제11호스팩,코스닥,케이비제11호스팩,금융 지원 서비스업,기업인수 및 합병,2017-04-27,12월,채규운,서울특별시,258790
엠앤씨생명과학,코넥스,엠앤씨생명과학,기타 화학제품 제조업,"무합성화장품, 건강기능식품",2017-04-25,12월,조선도,경기도,225860
파워풀엑스,코넥스,파워풀엑스,생활용품 도매업,플렉스파워 리커버리크림,2017-04-24,12월,박인철,서울특별시,266870
크라운제과,유가증권,크라운제과,기타 식품 제조업,"비스킷, 스낵, 당과",2017-04-11,12월,장완수,서울특별시,264900
AP시스템,코스닥,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,경기도,265520
유에스티,코스닥,유에스티,1차 철강 제조업,스테인레스강관,2017-04-06,12월,김종식,경상북도,263770
이엘피,코스닥,이엘피,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",OLED 패널검사기 등,2017-04-06,12월,이재혁,경기도,63760
유비쿼스,코스닥,유비쿼스,통신 및 방송 장비 제조업,"스위치, FTTH",2017-03-31,12월,이상근,경기도,264450
서진시스템,코스닥,서진시스템,통신 및 방송 장비 제조업,"통신장비부품,휴대폰부품(메탈케이스 등)",2017-03-27,12월,전동규,경기도,178320
코미코,코스닥,코미코,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅,2017-03-23,12월,최용하,경기도,183300
아스타,코스닥,아스타,의료용품 및 기타 의약 관련제품 제조업,MALDI-TOF 질량분석기 기반 진단시스템,2017-03-20,12월,"조응준, 김양선 (각자대표이사)",경기도,246720
덴티움,유가증권,덴티움,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,"강희택, 유재홍",서울특별시,145720
대신밸런스제4호스팩,코스닥,대신밸런스제4호스팩,금융 지원 서비스업,기업인수 및 합병,2017-03-03,12월,임병완,서울특별시,262830
에스디생명공학,코스닥,에스디생명공학,기타 화학제품 제조업,"마스크팩, 기초화장품",2017-03-02,12월,박설웅,서울특별시,217480
신신제약,코스닥,신신제약,의약품 제조업,파스류 (신신파스 아렉스 등),2017-02-28,12월,"이영수,김한기,이병기(각자대표)",경기도,2800
에프엔에스테크,코스닥,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,"한경희, 김팔곤",충청남도,83500
모바일어플라이언스,코스닥,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24,12월,이재신,경기도,87260
신한제3호스팩,코스닥,신한제3호스팩,금융 지원 서비스업,기업인수합병,2017-02-23,12월,김철식,서울특별시,257730
피씨엘,코스닥,피씨엘,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스",2017-02-23,12월,김소연,서울특별시,241820
호전실업,유가증권,호전실업,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,"박용철
박진호",서울특별시,111110
